description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id,neg_log10_p,gene_ratio
mTOR signaling pathway,8716,39031,4,"[[], [], [], [], [], [], [], ['KEGG'], [], [], ['KEGG'], ['KEGG'], ['KEGG'], [], [], [], [], []]",mTOR signaling pathway,KEGG:04150,0.016519263299228936,['KEGG:00000'],0.2222222222222222,query_1,18,0.02564102564102564,True,KEGG,156,293,87,1.7820093245830573,0.2222222222222222
"""Binding to an ion, a charged atoms or groups of atoms."" [GOC:jl]",20208,5156,14,"[['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IEA'], [], [], ['IDA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], [], ['IDA', 'IC', 'IEA'], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",ion binding,GO:0043167,0.01673679802447472,['GO:0036094'],0.7777777777777778,query_1,18,0.0022389253158483927,True,GO:MF,6253,5156,2,1.7763276247963817,0.7777777777777778
Longevity regulating pathway - multiple species,8716,39037,3,"[[], [], [], [], [], [], [], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], [], [], [], [], []]",Longevity regulating pathway - multiple species,KEGG:04213,0.01723466309973167,['KEGG:00000'],0.16666666666666666,query_1,18,0.04838709677419355,True,KEGG,62,299,88,1.7635972016878605,0.16666666666666666
"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",20972,22751,6,"[[], [], [], [], [], [], ['IDA'], [], ['IEA'], [], ['ISS', 'IEA'], ['IMP', 'ISS'], ['IDA', 'ISS', 'IEA'], [], [], ['IDA'], [], []]",negative regulation of cellular component organization,GO:0051129,0.017256506772133442,"['GO:0016043', 'GO:0048523', 'GO:0051128']",0.35294117647058826,query_1,17,0.008633093525179856,True,GO:BP,695,12628,19,1.7630471137846586,0.35294117647058826
"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",20972,16327,11,"[[], [], [], [], [], [], ['IMP', 'ISS', 'IEA'], ['IEA'], ['IEA'], [], ['IGI', 'NAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'ISS', 'TAS', 'NAS', 'IEA'], ['IDA', 'ISS'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IMP', 'IBA', 'TAS', 'IEA']]",regulation of signaling,GO:0023051,0.017286304471999484,"['GO:0023052', 'GO:0050789']",0.6470588235294118,query_1,17,0.0031672905269219693,True,GO:BP,3473,6204,19,1.7622978418308675,0.6470588235294118
"""Any process that modulates the frequency, rate, or extent of an immune effector process."" [GOC:add]",20972,11292,5,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'IMP'], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'ISS', 'IEA']]",regulation of immune effector process,GO:0002697,0.01744900121037203,"['GO:0002252', 'GO:0002682']",0.29411764705882354,query_1,17,0.012658227848101266,True,GO:BP,395,1169,19,1.7582294272284886,0.29411764705882354
"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",20972,14228,11,"[[], [], [], [], [], [], ['IMP', 'ISS', 'IEA'], ['IEA'], ['IEA'], [], ['IGI', 'NAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'ISS', 'TAS', 'NAS', 'IEA'], ['IDA', 'ISS'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IMP', 'IBA', 'TAS', 'IEA']]",regulation of cell communication,GO:0010646,0.017636078932261705,"['GO:0007154', 'GO:0050794']",0.6470588235294118,query_1,17,0.003160919540229885,True,GO:BP,3480,4105,19,1.7535979661073962,0.6470588235294118
"""An intracellular signaling process that is induced by the cell cycle regulator phosphoprotein p53 or an equivalent protein."" [GOC:mah]",20972,26304,4,"[[], [], [], ['IEA'], [], [], ['IDA', 'IMP', 'IEA'], [], [], [], [], [], ['TAS'], ['IDA'], [], [], [], []]",signal transduction by p53 class mediator,GO:0072331,0.017966942378730498,['GO:0035556'],0.23529411764705882,query_1,17,0.02185792349726776,True,GO:BP,183,16181,19,1.7455258250073669,0.23529411764705882
"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]",20972,22786,6,"[[], [], [], [], [], [], ['IMP'], [], [], [], [], ['IDA', 'IMP'], ['IDA'], [], ['IDA'], [], ['IDA', 'IMP'], ['IMP']]",regulation of phosphorus metabolic process,GO:0051174,0.018271004646947277,"['GO:0006793', 'GO:0019222']",0.35294117647058826,query_1,17,0.008547008547008548,True,GO:BP,702,12663,19,1.738237571934286,0.35294117647058826
"""Any process that modulates the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]",20972,10459,5,"[[], [], [], [], [], [], ['IMP'], [], ['IEA'], [], [], [], ['IDA'], [], ['IMP'], [], ['IDA'], []]",regulation of cell growth,GO:0001558,0.018319901157353307,"['GO:0016049', 'GO:0040008', 'GO:0051128']",0.29411764705882354,query_1,17,0.012531328320802004,True,GO:BP,399,336,19,1.7370768738413036,0.29411764705882354
"""Any process that activates or increases the frequency, rate, or extent of immunoglobulin production."" [GOC:add]",20972,11237,3,"[['IEA'], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",positive regulation of immunoglobulin production,GO:0002639,0.01852765626990229,"['GO:0002377', 'GO:0002637', 'GO:0002702']",0.17647058823529413,query_1,17,0.05263157894736842,True,GO:BP,57,1114,19,1.7321795150267851,0.17647058823529413
"""Any process that activates or increases the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]",20972,31167,3,"[[], [], [], [], [], [], ['IDA', 'IMP', 'IGI'], [], [], [], [], [], [], ['IDA'], [], [], ['IMP'], []]",positive regulation of miRNA transcription,GO:1902895,0.01852765626990229,"['GO:0045893', 'GO:0061614', 'GO:1902893', 'GO:2000630']",0.17647058823529413,query_1,17,0.05263157894736842,True,GO:BP,57,21044,19,1.7321795150267851,0.17647058823529413
"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",20972,22818,8,"[[], [], [], [], [], [], ['IEA'], [], ['IEA'], [], [], ['IDA', 'IMP'], ['IDA', 'IMP', 'ISS', 'IEA'], ['NAS'], ['IDA', 'IMP'], [], ['IDA', 'IMP'], ['IMP']]",regulation of protein metabolic process,GO:0051246,0.019118526829572376,"['GO:0019538', 'GO:0060255', 'GO:0080090']",0.47058823529411764,query_1,17,0.005082592121982211,True,GO:BP,1574,12695,19,1.7185455751580547,0.47058823529411764
JAK-STAT signaling pathway,8716,39083,4,"[[], [], [], [], [], [], [], [], [], [], ['KEGG'], [], ['KEGG'], ['KEGG'], [], [], ['KEGG'], []]",JAK-STAT signaling pathway,KEGG:04630,0.01954499503846145,['KEGG:00000'],0.2222222222222222,query_1,18,0.024539877300613498,True,KEGG,163,345,89,1.7089644354782978,0.2222222222222222
GnRH secretion,8716,39138,3,"[[], [], [], [], [], [], [], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], [], [], [], [], []]",GnRH secretion,KEGG:04929,0.01982805627303831,['KEGG:00000'],0.16666666666666666,query_1,18,0.046153846153846156,True,KEGG,65,400,90,1.702719857215175,0.16666666666666666
"""Any apoptotic process in a T cell, a type of lymphocyte whose defining characteristic is the expression of a T cell receptor complex."" [CL:0000084, GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]",20972,25017,3,"[[], [], [], [], ['IDA'], [], ['ISS', 'IEA'], [], [], [], [], [], ['IMP'], [], [], [], [], []]",T cell apoptotic process,GO:0070231,0.02163582383482427,['GO:0070227'],0.17647058823529413,query_1,17,0.05,True,GO:BP,60,14894,24,1.6648265633676693,0.17647058823529413
"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]",20972,12712,5,"[[], [], [], [], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], [], [], [], [], ['TAS'], [], ['IMP', 'TAS'], [], ['IEA'], [], [], []]",leukocyte cell-cell adhesion,GO:0007159,0.02163957049418024,['GO:0098609'],0.29411764705882354,query_1,17,0.012106537530266344,True,GO:BP,413,2589,19,1.6647513634295446,0.29411764705882354
Autophagy - animal,8716,39024,4,"[[], [], [], [], [], [], [], ['KEGG'], [], [], ['KEGG'], ['KEGG'], ['KEGG'], [], [], [], [], []]",Autophagy - animal,KEGG:04140,0.021937817382125503,['KEGG:00000'],0.2222222222222222,query_1,18,0.023809523809523808,True,KEGG,168,286,91,1.6588065830535224,0.2222222222222222
"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]",22155,35368,16,"[['HDA'], [], [], ['HDA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['TAS'], ['IDA', 'IPI', 'ISS', 'IBA', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'TAS', 'IEA'], ['IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA']]",membrane,GO:0016020,0.022006575038397078,['GO:0110165'],0.8888888888888888,query_1,18,0.0016040100250626567,True,GO:CC,9975,699,14,1.657447542983536,0.8888888888888888
"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]",20972,11301,4,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'IMP'], [], [], [], [], [], [], [], [], [], [], [], [], []]",regulation of lymphocyte mediated immunity,GO:0002706,0.02215562947335525,"['GO:0002449', 'GO:0002703']",0.23529411764705882,query_1,17,0.02072538860103627,True,GO:BP,193,1178,19,1.6545159065251185,0.23529411764705882
"""Any process that modulates a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",20972,14154,6,"[[], [], [], ['IEA'], [], [], ['IDA', 'IMP', 'IEA'], [], [], [], [], ['IDA'], ['IMP'], ['IDA'], [], [], ['IMP'], []]",regulation of cell cycle process,GO:0010564,0.0224731977290717,"['GO:0022402', 'GO:0051726']",0.35294117647058826,query_1,17,0.008241758241758242,True,GO:BP,728,4031,20,1.6483351270787716,0.35294117647058826
Fc epsilon RI signaling pathway,8716,39091,3,"[[], [], [], [], [], [], [], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], [], [], [], [], []]",Fc epsilon RI signaling pathway,KEGG:04664,0.02266157755361986,['KEGG:00000'],0.16666666666666666,query_1,18,0.04411764705882353,True,KEGG,68,353,92,1.6447098606251136,0.16666666666666666
"""A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."" [Wikipedia:Sexual_reproduction]",20972,15788,7,"[['IEA'], ['ISS'], [], ['IEA'], [], [], [], [], [], [], ['IEA'], ['IDA'], ['IEA'], [], [], [], [], ['ISS', 'TAS', 'IEA']]",sexual reproduction,GO:0019953,0.022699263833861155,['GO:0022414'],0.4117647058823529,query_1,17,0.0062056737588652485,True,GO:BP,1128,5665,25,1.6439882273036244,0.4117647058823529
"""Any process that modulates the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]",20972,11307,3,"[['IEA'], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",regulation of B cell mediated immunity,GO:0002712,0.022743520937467624,"['GO:0002706', 'GO:0002822', 'GO:0019724']",0.17647058823529413,query_1,17,0.04918032786885246,True,GO:BP,61,1184,19,1.6431423010667119,0.17647058823529413
"""Any process that modulates the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]",20972,11476,3,"[['IEA'], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",regulation of immunoglobulin mediated immune response,GO:0002889,0.022743520937467624,"['GO:0002712', 'GO:0016064']",0.17647058823529413,query_1,17,0.04918032786885246,True,GO:BP,61,1353,19,1.6431423010667119,0.17647058823529413
"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]",20972,12719,10,"[[], [], [], [], ['IDA', 'IBA'], ['IMP', 'IBA'], ['IGI', 'IEA'], [], [], [], ['IGI', 'TAS', 'IEA'], ['ISS'], ['IDA', 'IMP', 'ISS', 'TAS', 'NAS', 'IEA'], [], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA']]",cell surface receptor signaling pathway,GO:0007166,0.023029915273297265,['GO:0007165'],0.5882352941176471,query_1,17,0.0035285815102328866,True,GO:BP,2834,2596,19,1.6377076597955238,0.5882352941176471
Signaling by PTK6,11056,41716,3,"[[], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], ['REAC'], [], ['REAC'], []]",Signaling by PTK6,REAC:R-HSA-8848021,0.023033774557478542,['REAC:R-HSA-9006927'],0.16666666666666666,query_1,18,0.058823529411764705,True,REAC,51,2392,97,1.6376348881250777,0.16666666666666666
Signaling by Non-Receptor Tyrosine Kinases,11056,41709,3,"[[], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], ['REAC'], [], ['REAC'], []]",Signaling by Non-Receptor Tyrosine Kinases,REAC:R-HSA-9006927,0.023033774557478542,['REAC:R-HSA-162582'],0.16666666666666666,query_1,18,0.058823529411764705,True,REAC,51,2385,97,1.6376348881250777,0.16666666666666666
"""Any process that modulates the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]",20972,11295,4,"[['IEA'], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'ISS', 'IEA']]",regulation of production of molecular mediator of immune response,GO:0002700,0.02354179766592522,"['GO:0002440', 'GO:0002697', 'GO:0010468']",0.23529411764705882,query_1,17,0.02040816326530612,True,GO:BP,196,1172,19,1.6281603772367268,0.23529411764705882
"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]",20972,26320,7,"[[], [], [], [], [], [], ['IEA'], [], [], [], ['TAS', 'IEA'], ['ISS'], ['IMP', 'IEA'], [], ['NAS', 'IEA'], [], ['IMP'], ['IDA']]",circulatory system development,GO:0072359,0.02363457393602293,['GO:0048731'],0.4117647058823529,query_1,17,0.006167400881057269,True,GO:BP,1135,16197,19,1.626452222381673,0.4117647058823529
"""Binding to a small molecule, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:pm]",20208,4848,14,"[['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IEA'], [], [], ['IDA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], [], ['IDA', 'IC', 'IEA'], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",small molecule binding,GO:0036094,0.024375459070831582,['GO:0005488'],0.7777777777777778,query_1,18,0.0021718895439031957,True,GO:MF,6446,4848,2,1.6130471963452602,0.7777777777777778
"""A process, occurring at the cellular level, that is involved in the reproductive function of a multicellular organism."" [GOC:isa_complete]",20972,16292,5,"[['IEA'], [], [], ['IEA'], [], [], [], [], [], [], ['IEA'], [], ['IEA'], [], [], [], [], ['IEA']]",cellular process involved in reproduction in multicellular organism,GO:0022412,0.024563936940186916,"['GO:0009987', 'GO:0048609']",0.29411764705882354,query_1,17,0.01179245283018868,True,GO:BP,424,6169,19,1.6097020261963997,0.29411764705882354
"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]",20972,22262,5,"[[], [], [], [], [], [], [], [], ['IEA'], [], ['IEA'], [], ['TAS'], [], [], ['IBA'], ['IEA'], []]",gland development,GO:0048732,0.024844375400642285,['GO:0048513'],0.29411764705882354,query_1,17,0.011764705882352941,True,GO:BP,425,12139,19,1.6047719171500536,0.29411764705882354
"""The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase."" [GOC:mtg_cell_cycle]",20972,20520,5,"[[], [], [], [], [], [], ['IMP', 'IEA'], [], [], [], [], ['IDA'], ['IMP'], ['IDA'], [], [], ['IMP'], []]",mitotic cell cycle phase transition,GO:0044772,0.025127313019800597,"['GO:0044770', 'GO:1903047']",0.29411764705882354,query_1,17,0.011737089201877934,True,GO:BP,426,10397,20,1.5998539500490696,0.29411764705882354
"""Any process that stops, prevents or reduces the frequency, rate or extent of hydrogen peroxide-mediated programmed cell death."" [GOC:BHF, GOC:TermGenie]",20972,30105,2,"[[], [], [], [], [], [], [], [], [], [], [], [], ['IMP'], [], [], ['IMP'], [], []]",negative regulation of hydrogen peroxide-mediated programmed cell death,GO:1901299,0.0253931275844384,"['GO:0010421', 'GO:0043069', 'GO:1901298']",0.11764705882352941,query_1,17,0.25,True,GO:BP,8,19982,19,1.5952838052699672,0.11764705882352941
"""The series of molecular signals initiated by binding of a ligand to an epidermal growth factor receptor (EGFR/ERBB1) on the surface of a cell, followed by transmission of the signal by a heterodimeric complex of ERBB2 and EGFR. ERBB2, which does not bind any known ligand, is activated through formation of a heterodimer with another ligand-activated ERBB family member such as EGFR."" [GOC:signaling, PMID:16460914]",20972,19217,2,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IEA'], [], ['IDA', 'IEA'], []]",ERBB2-EGFR signaling pathway,GO:0038134,0.0253931275844384,"['GO:0007173', 'GO:0038128']",0.11764705882352941,query_1,17,0.25,True,GO:BP,8,9094,19,1.5952838052699672,0.11764705882352941
"""The process in which a relatively unspecialized precursor cell acquires specialized features of a lymphocyte. A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."" [CL:0000542, GOC:go_curators]",20972,16364,5,"[[], [], [], ['ISS', 'IEA'], [], ['IDA', 'IBA'], ['IEA'], [], [], [], [], [], [], [], ['IEA'], [], [], ['ISS', 'IBA', 'IEA']]",lymphocyte differentiation,GO:0030098,0.0254127656945508,"['GO:0046649', 'GO:1903131']",0.29411764705882354,query_1,17,0.0117096018735363,True,GO:BP,427,6241,19,1.594948067711541,0.29411764705882354
"""Any process that activates or increases the rate or extent of epithelial cell proliferation."" [GOC:ai]",20972,22477,4,"[[], [], [], [], [], [], [], [], [], [], [], [], ['IMP'], ['IDA'], ['IDA', 'IBA'], [], ['IDA', 'IBA', 'IEA'], []]",positive regulation of epithelial cell proliferation,GO:0050679,0.025488214815516615,"['GO:0008284', 'GO:0050673', 'GO:0050678']",0.23529411764705882,query_1,17,0.02,True,GO:BP,200,12354,19,1.5936605812792763,0.23529411764705882
"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]",20972,11409,4,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'IMP'], [], [], [], [], [], [], [], [], [], [], [], [], []]",regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,GO:0002822,0.025488214815516615,"['GO:0002460', 'GO:0002819']",0.23529411764705882,query_1,17,0.02,True,GO:BP,200,1286,19,1.5936605812792763,0.23529411764705882
Prolactin signaling pathway,8716,39126,3,"[[], [], [], [], [], [], [], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], [], [], [], [], []]",Prolactin signaling pathway,KEGG:04917,0.025744483357661913,['KEGG:00000'],0.16666666666666666,query_1,18,0.04225352112676056,True,KEGG,71,388,93,1.5893158192054753,0.16666666666666666
"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]",20972,31273,6,"[[], [], [], ['IEA'], [], [], ['IMP', 'IEA'], [], [], [], [], ['IDA'], ['IMP'], ['IDA'], [], [], ['IMP'], []]",mitotic cell cycle process,GO:1903047,0.026015305256322667,"['GO:0000278', 'GO:0022402']",0.35294117647058826,query_1,17,0.008032128514056224,True,GO:BP,747,21150,20,1.5847710738479477,0.35294117647058826
"""Any process that modulates the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",20972,30567,5,"[[], [], [], ['IEA'], [], [], ['IMP', 'IEA'], [], [], [], [], ['IDA'], ['IMP'], [], [], [], ['IMP'], []]",regulation of cell cycle phase transition,GO:1901987,0.026878315404723036,"['GO:0010564', 'GO:0044770']",0.29411764705882354,query_1,17,0.011574074074074073,True,GO:BP,432,20444,20,1.5705979541211643,0.29411764705882354
"""An immune response mediated by immunoglobulins, whether cell-bound or in solution."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",20972,14975,4,"[['IEA'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",immunoglobulin mediated immune response,GO:0016064,0.027023999290664156,['GO:0019724'],0.23529411764705882,query_1,17,0.019704433497536946,True,GO:BP,203,4852,19,1.5682503791725872,0.23529411764705882
"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]",20972,22471,5,"[[], [], [], [], [], [], [], [], [], [], [], [], ['IMP'], ['IDA'], ['IDA', 'IBA'], [], ['IDA', 'IBA', 'IEA'], ['IEA']]",epithelial cell proliferation,GO:0050673,0.027788856109958196,['GO:0008283'],0.29411764705882354,query_1,17,0.011494252873563218,True,GO:BP,435,12348,19,1.5561293299897263,0.29411764705882354
"""Any process involved with the carrying out of an immune response by a B cell, through, for instance, the production of antibodies or cytokines, or antigen presentation to T cells."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",20972,15739,4,"[['IEA'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",B cell mediated immunity,GO:0019724,0.028626921137855792,"['GO:0002449', 'GO:0002460']",0.23529411764705882,query_1,17,0.019417475728155338,True,GO:BP,206,5616,19,1.5432253583962279,0.23529411764705882
"""Any process that activates or increases the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]",20972,34145,3,"[[], [], [], [], [], [], ['IDA', 'IMP', 'IGI'], [], [], [], [], [], [], ['IDA'], [], [], ['IMP'], []]",positive regulation of miRNA metabolic process,GO:2000630,0.028845226811764366,"['GO:0010586', 'GO:0051254', 'GO:2000628']",0.17647058823529413,query_1,17,0.045454545454545456,True,GO:BP,66,24022,19,1.539926041808615,0.17647058823529413
"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",20972,10882,6,"[['IEA'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], []]",adaptive immune response,GO:0002250,0.02890500048242555,['GO:0006955'],0.35294117647058826,query_1,17,0.00788436268068331,True,GO:BP,761,759,19,1.5390270190404745,0.35294117647058826
"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]",20972,14099,16,"[['IBA', 'IEA'], ['ISS', 'IEA'], ['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEA'], [], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'NAS', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP'], [], ['IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'ISS', 'TAS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'NAS', 'IEA'], ['IMP', 'IEA'], ['IDA'], ['IDA', 'IMP'], ['IDA', 'ISS', 'IEA']]",gene expression,GO:0010467,0.028922603993566123,['GO:0009059'],0.9411764705882353,query_1,17,0.0017331022530329288,True,GO:BP,9232,3976,19,1.5387626087106363,0.9411764705882353
"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]",20972,12639,8,"[['IEA'], ['ISS'], [], ['IEA'], [], [], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], [], [], [], [], ['IDA'], ['IMP'], ['IDA'], [], [], ['IMP'], []]",cell cycle,GO:0007049,0.029297707911679752,['GO:0009987'],0.47058823529411764,query_1,17,0.004796163069544364,True,GO:BP,1668,2516,20,1.5331663550809544,0.47058823529411764
"""Binding to a DNA segment containing four-way junctions, also known as Holliday junctions, a structure where two DNA double strands are held together by reciprocal exchange of two of the four strands, one strand each from the two original helices."" [GOC:krc, ISBN:0815332181, PMID:15563464]",20208,73,2,"[[], ['IDA'], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",four-way junction DNA binding,GO:0000400,0.029392570784911032,['GO:0000217'],0.1111111111111111,query_1,18,0.11764705882352941,True,GO:MF,17,73,10,1.531762427235522,0.1111111111111111
"""The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:jl, MeSH:D009435]",20972,12783,6,"[[], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], ['ISS'], ['NAS'], [], [], ['ISS'], [], ['IEA']]",chemical synaptic transmission,GO:0007268,0.029776796318839643,['GO:0098916'],0.35294117647058826,query_1,17,0.00784313725490196,True,GO:BP,765,2660,22,1.5261220297502,0.35294117647058826
"""Cell-cell signaling from pre to post-synapse, across the synaptic cleft."" [GOC:dos]",20972,27832,6,"[[], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], ['ISS'], ['NAS'], [], [], ['ISS'], [], ['IEA']]",anterograde trans-synaptic signaling,GO:0098916,0.029776796318839643,['GO:0099537'],0.35294117647058826,query_1,17,0.00784313725490196,True,GO:BP,765,17709,22,1.5261220297502,0.35294117647058826
